Year,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
2024,250,Tyler Fitzgerald,26,SFG,NL,2.8,96,341,314,53,88,19,2,15,34,17,4,22,108,280.0,334.0,497.0,831.0,136.0,367.0,140.0,156,2,4,0,1,0,6H/8471D3,,fitzgty01
2022,617,Tyler Freeman,23,CLE,AL,-0.3,24,86,77,9,19,3,0,0,3,1,0,4,11,0.247,0.314,0.286,0.6,76.0,0.288,82.0,22,2,4,0,1,0,5/64HD,,freemty01
2023,458,Tyler Freeman,24,CLE,AL,-0.3,64,168,153,20,37,7,0,4,18,5,0,10,30,0.242,0.295,0.366,0.661,82.0,0.294,80.0,56,3,2,2,1,0,5H46D/37,,freemty01
2024,221,Tyler Freeman,25,CLE,AL,0.9,118,383,330,48,69,14,1,7,32,11,6,28,53,209.0,305.0,321.0,626.0,79.0,288.0,83.0,106,15,19,3,3,1,8H6/54D,,freemty01
2024,636,Tyler Gentry,25,KCR,AL,-0.1,3,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,0,0,0,0,0,0,/9H,,gentrty01
2019,849,Tyler Heineman,28,MIA,NL,0.1,5,12,11,1,3,1,0,1,2,0,0,0,4,0.273,0.273,0.636,0.909,129.0,0.369,131.0,7,0,0,1,0,0,/H2,,heinety01
2022,480,Tyler Heineman,31,2TM,2LG,0.2,62,174,157,16,34,8,0,0,9,1,0,8,17,0.217,0.276,0.268,0.544,56.0,0.249,50.0,42,3,5,4,0,0,2/HD,,heinety01
2023,644,Tyler Heineman,32,2TM,2LG,0.2,22,47,38,5,9,1,1,0,3,1,0,8,8,0.237,0.383,0.316,0.699,97.0,0.325,100.0,12,0,1,0,0,0,2/H,,heinety01
2024,596,Tyler Heineman,33,2TM,AL,0.2,7,16,12,2,1,0,0,0,0,0,0,3,6,83.0,313.0,83.0,396.0,22.0,223.0,35.0,1,0,1,0,0,0,/21D,,heinety01
2024,529,Tyler Locklear,23,SEA,AL,-0.3,16,49,45,3,7,1,0,2,3,1,0,3,20,156.0,224.0,311.0,536.0,57.0,241.0,55.0,14,3,1,0,0,0,3/H,,locklty01
2021,852,Tyler Nevin,24,BAL,AL,0.1,6,18,14,3,4,2,0,1,3,0,0,4,5,0.286,0.444,0.643,1.087,194.0,0.45,190.0,9,0,0,0,0,0,/73,,nevinty01
2022,458,Tyler Nevin,25,BAL,AL,-0.4,58,184,157,17,31,4,0,2,16,0,0,20,46,0.197,0.299,0.261,0.56,64.0,0.276,75.0,41,4,4,0,3,0,5/3D79,,nevinty01
2023,531,Tyler Nevin,26,DET,AL,-0.6,41,111,95,11,19,3,1,2,10,0,1,12,25,0.2,0.306,0.316,0.622,73.0,0.283,75.0,30,1,3,0,1,0,5HD/379,,nevinty01
2024,303,Tyler Nevin,27,OAK,AL,-0.2,87,278,245,22,50,10,0,7,20,1,0,25,64,204.0,288.0,331.0,618.0,80.0,279.0,80.0,81,5,5,0,3,0,359H7/D,,nevinty01
2018,494,Tyler O'Neill,23,STL,NL,1.2,61,142,130,29,33,5,0,9,23,2,0,7,57,0.254,0.303,0.5,0.803,115.0,0.358,121.0,65,0,3,0,2,0,H97/8,,oneilty01
2019,483,Tyler O'Neill,24,STL,NL,0.3,60,151,141,18,37,6,0,5,16,1,0,10,53,0.262,0.311,0.411,0.723,90.0,0.328,98.0,58,3,0,0,0,0,7H/98,,oneilty01
2021,138,Tyler O'Neill,26,STL,NL,6.1,138,537,482,89,138,26,2,34,80,15,4,38,168,0.286,0.352,0.56,0.912,148.0,0.399,154.0,270,8,13,0,4,0,*7/HD,MVP-8GG,oneilty01
2022,255,Tyler O'Neill,27,STL,NL,1.2,96,383,334,56,76,11,1,14,58,14,4,38,103,0.228,0.308,0.392,0.7,99.0,0.312,97.0,131,9,4,0,7,0,78/HD,,oneilty01
2023,358,Tyler O'Neill,28,STL,NL,0.3,72,266,238,27,55,14,0,9,21,5,0,28,67,0.231,0.312,0.403,0.715,93.0,0.319,94.0,96,5,0,0,0,0,78/HD,,oneilty01
2024,148,Tyler O'Neill,29,BOS,AL,2.6,113,473,411,74,99,18,0,31,61,4,0,53,159,241.0,336.0,511.0,847.0,132.0,365.0,131.0,210,13,7,0,2,5,79D/H,,oneilty01
2023,503,Tyler Soderstrom,21,OAK,AL,-1.1,45,138,125,9,20,1,0,3,7,0,0,11,43,0.16,0.232,0.24,0.472,34.0,0.215,34.0,30,6,1,0,1,0,D23/H,,soderty01
2024,357,Tyler Soderstrom,22,OAK,AL,0.5,61,213,189,18,44,10,0,9,26,0,0,20,53,233.0,315.0,429.0,743.0,114.0,330.0,118.0,81,7,3,0,1,1,3/H2,,soderty01
2021,223,Tyler Stephenson,24,CIN,NL,2.0,132,402,350,56,100,21,0,10,45,0,0,41,75,0.286,0.366,0.431,0.797,106.0,0.355,109.0,151,11,6,0,5,1,2H3/7,ROY-6,stephty01
2022,460,Tyler Stephenson,25,CIN,NL,1.6,50,183,166,24,53,9,0,6,35,1,0,12,47,0.319,0.372,0.482,0.854,133.0,0.377,136.0,80,4,3,0,2,0,2/DH3,,stephty01
2023,141,Tyler Stephenson,26,CIN,NL,0.7,142,517,465,59,113,20,2,13,56,0,1,47,135,0.243,0.317,0.378,0.696,85.0,0.318,92.0,176,16,4,0,1,2,2DH/3,,stephty01
2024,124,Tyler Stephenson,27,CIN,NL,2.4,138,515,457,69,118,26,1,19,66,1,0,48,117,258.0,338.0,444.0,782.0,112.0,345.0,114.0,203,9,8,0,2,2,*2HD,,stephty01
2017,592,Tyler Wade,22,NYY,AL,-0.7,30,63,58,7,9,4,0,0,2,1,1,5,19,0.155,0.222,0.224,0.446,19.0,0.212,15.0,13,2,0,0,0,0,4/6H79D,,wadety01
2018,597,Tyler Wade,23,NYY,AL,-0.1,36,70,66,8,11,4,0,1,5,1,0,4,23,0.167,0.214,0.273,0.487,33.0,0.216,20.0,18,1,0,0,0,0,4H/96578,,wadety01
2019,528,Tyler Wade,24,NYY,AL,0.2,43,108,94,16,23,3,1,2,11,7,0,11,28,0.245,0.33,0.362,0.692,86.0,0.315,81.0,34,0,1,2,0,0,47/H5689D,,wadety01
2021,520,Tyler Wade,26,NYY,AL,0.3,103,145,127,31,34,5,1,0,5,17,6,16,37,0.268,0.354,0.323,0.677,90.0,0.312,90.0,41,3,1,0,0,1,6H548/79D,,wadety01
2022,490,Tyler Wade,27,LAA,AL,-0.6,67,163,147,22,32,5,0,1,8,8,5,10,33,0.218,0.272,0.272,0.544,55.0,0.245,49.0,40,3,1,5,0,0,465H/798D,,wadety01
2023,632,Tyler Wade,28,OAK,AL,-0.3,26,55,51,8,13,1,1,0,2,4,0,4,13,0.255,0.309,0.314,0.623,77.0,0.288,75.0,16,0,0,0,0,0,6/H759D,,wadety01
2024,405,Tyler Wade,29,SDP,NL,-0.7,90,156,138,28,30,3,0,0,8,8,1,11,29,217.0,285.0,239.0,524.0,50.0,250.0,43.0,33,0,2,4,0,0,H5467/9D8,,wadety01
2019,852,Tyrone Taylor,25,MIL,NL,0.1,15,12,10,1,4,2,0,0,1,0,0,1,1,0.4,0.5,0.6,1.1,185.0,0.469,196.0,6,0,1,0,0,0,/9H8,,tayloty01
2021,357,Tyrone Taylor,27,MIL,NL,1.7,93,271,243,33,60,9,3,12,43,6,1,20,59,0.247,0.321,0.457,0.778,108.0,0.345,110.0,111,6,7,0,1,1,79H8,,tayloty01
2022,239,Tyrone Taylor,28,MIL,NL,2.0,120,405,373,49,87,21,3,17,51,3,2,22,102,0.233,0.286,0.442,0.729,102.0,0.315,99.0,165,11,7,0,3,0,*897H/D,,tayloty01
2023,384,Tyrone Taylor,29,MIL,NL,0.5,81,243,231,36,54,17,1,10,35,9,0,8,55,0.234,0.267,0.446,0.713,91.0,0.313,87.0,103,10,3,0,1,0,97H/8D,,tayloty01
2024,246,Tyrone Taylor,30,NYM,NL,2.0,130,345,319,47,79,22,3,7,35,11,2,19,80,248.0,299.0,401.0,701.0,99.0,317.0,102.0,128,4,5,1,1,1,*98H7/D,,tayloty01
2022,498,Vaughn Grissom,21,ATL,NL,0.9,41,156,141,24,41,6,0,5,18,5,2,11,34,0.291,0.353,0.44,0.792,119.0,0.345,115.0,62,0,3,0,1,1,4/6,,grissva01
2023,584,Vaughn Grissom,22,ATL,NL,-0.7,23,80,75,5,21,3,1,0,9,0,1,2,15,0.28,0.313,0.347,0.659,79.0,0.285,73.0,26,2,2,0,1,0,6/4H,,grissva01
2024,438,Vaughn Grissom,23,BOS,AL,-0.2,31,114,105,10,20,3,0,0,6,2,0,7,24,190.0,246.0,219.0,465.0,31.0,234.0,35.0,23,3,1,0,1,0,4/DH,,grissva01
2017,572,Victor Caratini,23,CHC,NL,0.2,31,66,59,6,15,3,0,1,2,0,0,4,13,0.254,0.333,0.356,0.689,79.0,0.316,82.0,21,3,3,0,0,1,H2/379,,caratvi01
2018,432,Victor Caratini,24,CHC,NL,0.1,76,200,181,21,42,7,0,2,21,0,0,12,42,0.232,0.293,0.304,0.597,60.0,0.282,60.0,55,5,4,2,1,0,2H3/51,,caratvi01
2019,334,Victor Caratini,25,CHC,NL,0.9,95,279,244,31,65,11,0,11,34,1,0,29,59,0.266,0.348,0.447,0.794,105.0,0.348,109.0,109,6,3,0,3,0,23H/15,,caratvi01
2021,269,Victor Caratini,27,SDP,NL,0.0,116,356,313,33,71,9,0,7,39,2,0,35,82,0.227,0.309,0.323,0.632,78.0,0.283,75.0,101,13,4,0,4,8,2H/35,,caratvi01
2022,319,Victor Caratini,28,MIL,NL,0.6,95,314,272,26,54,12,0,9,34,0,0,31,67,0.199,0.3,0.342,0.642,82.0,0.292,82.0,93,11,9,1,1,1,2H/31D,,caratvi01
2023,400,Victor Caratini,29,MIL,NL,0.7,62,226,201,23,52,4,0,7,25,1,1,19,45,0.259,0.327,0.383,0.711,94.0,0.32,99.0,77,8,3,0,3,0,2/HD3,,caratvi01
2024,306,Victor Caratini,30,HOU,AL,1.3,87,274,245,30,66,8,1,8,30,0,1,23,53,269.0,336.0,408.0,744.0,113.0,325.0,113.0,100,6,3,0,3,1,2H3/D,,caratvi01
2024,408,Victor Scott II,23,STL,NL,-0.5,53,155,145,14,26,9,0,2,10,5,1,6,42,179.0,219.0,283.0,502.0,40.0,235.0,38.0,41,0,2,0,2,0,8/9H7,,scottvi01
2021,800,Vidal Bruján,23,TBR,AL,-0.6,10,26,26,3,2,0,0,0,2,1,0,0,8,0.077,0.077,0.077,0.154,-56.0,0.112,-47.0,2,0,0,0,0,0,/49H78D,,brujavi01
2022,491,Vidal Bruján,24,TBR,AL,-0.6,52,162,147,13,24,5,0,3,16,5,5,12,37,0.163,0.228,0.259,0.487,42.0,0.218,41.0,38,2,1,0,2,0,49/H6578D,,brujavi01
2023,574,Vidal Bruján,25,TBR,AL,-0.4,37,84,76,14,13,2,0,0,6,3,2,5,21,0.171,0.241,0.197,0.438,24.0,0.21,26.0,15,1,2,1,0,0,4H/695,,brujavi01
2024,302,Vidal Bruján,26,MIA,NL,0.5,102,278,248,32,55,14,2,2,16,5,6,25,54,222.0,303.0,319.0,622.0,70.0,271.0,64.0,79,5,4,1,0,3,46H58/9713,,brujavi01
2022,337,Vinnie Pasquantino,24,KCR,AL,1.4,72,298,258,25,76,10,0,10,26,1,0,35,34,0.295,0.383,0.45,0.832,135.0,0.372,140.0,116,5,3,0,2,1,3D,,pasquvi01
2023,366,Vinnie Pasquantino,25,KCR,AL,0.1,61,260,231,24,57,17,0,9,26,0,0,25,31,0.247,0.324,0.437,0.762,106.0,0.328,105.0,101,7,2,0,1,2,3D/H,,pasquvi01
2024,100,Vinnie Pasquantino,26,KCR,AL,1.1,131,554,496,64,130,30,2,19,97,1,0,40,71,262.0,315.0,446.0,760.0,111.0,328.0,108.0,221,12,4,1,13,1,3D/H,,pasquvi01
2022,831,Vinny Capra,25,TOR,AL,0.1,8,7,5,2,1,0,0,0,0,0,0,2,1,0.2,0.429,0.2,0.629,90.0,0.325,110.0,1,0,0,0,0,0,/HD479,,capravi01
2023,703,Vinny Capra,26,PIT,NL,-0.1,9,21,18,3,3,1,0,0,1,0,0,2,5,0.167,0.25,0.222,0.472,30.0,0.221,23.0,4,0,0,1,0,0,/54H,,capravi01
2024,619,Vinny Capra,27,MIL,NL,-0.1,3,9,9,1,1,1,0,0,0,0,0,0,3,111.0,111.0,222.0,333.0,-11.0,138.0,-31.0,2,1,0,0,0,0,/56,,capravi01
2019,135,Vladimir Guerrero Jr.,20,TOR,AL,2.1,123,514,464,52,126,26,2,15,69,0,1,46,91,0.272,0.339,0.433,0.772,106.0,0.337,109.0,201,17,2,0,2,0,5D/H,ROY-6,guerrvl02
2021,3,Vladimir Guerrero Jr.,22,TOR,AL,6.7,161,698,604,123,188,29,1,48,111,4,1,86,110,0.311,0.401,0.601,1.002,167.0,0.422,168.0,363,20,6,0,2,7,*3D/5,ASMVP-2SS,guerrvl02
2022,4,Vladimir Guerrero Jr.,23,TOR,AL,4.0,160,706,638,90,175,35,0,32,97,8,3,58,116,0.274,0.339,0.48,0.818,133.0,0.357,133.0,306,26,6,0,4,6,*3D/H5,ASMVP-16GG,guerrvl02
2023,24,Vladimir Guerrero Jr.,24,TOR,AL,2.0,156,682,602,78,159,30,0,26,94,5,3,67,100,0.264,0.345,0.444,0.788,116.0,0.346,121.0,267,23,9,0,4,5,*3D/H,AS,guerrvl02
2024,8,Vladimir Guerrero Jr.,25,TOR,AL,6.2,159,697,616,98,199,44,1,30,103,2,2,72,96,323.0,396.0,544.0,940.0,166.0,399.0,165.0,335,16,5,0,4,12,*3D5/H,ASMVP-6SS,guerrvl02
2017,736,Víctor Robles,20,WSN,NL,0.1,13,27,24,2,6,1,2,0,4,0,1,0,6,0.25,0.308,0.458,0.766,94.0,0.3,83.0,11,2,2,1,0,0,/9H87,,roblevi01
2018,608,Víctor Robles,21,WSN,NL,0.5,21,66,59,8,17,3,1,3,10,3,2,4,12,0.288,0.348,0.525,0.874,127.0,0.369,126.0,31,2,2,0,1,0,8/H79,,roblevi01
2019,62,Víctor Robles,22,WSN,NL,4.4,155,617,546,86,139,33,3,17,65,28,9,35,140,0.255,0.326,0.419,0.745,91.0,0.334,95.0,229,6,25,6,5,3,*89/H,ROY-6,roblevi01
2021,259,Víctor Robles,24,WSN,NL,-0.2,107,369,315,37,64,21,1,2,19,8,6,33,85,0.203,0.31,0.295,0.605,69.0,0.276,69.0,93,7,16,4,1,3,8/H,,roblevi01
2022,238,Víctor Robles,25,WSN,NL,1.8,132,407,366,42,82,10,2,6,33,15,4,17,104,0.224,0.273,0.311,0.584,69.0,0.276,72.0,114,3,9,11,4,0,*8/HD,,roblevi01
2023,510,Víctor Robles,26,WSN,NL,-0.1,36,126,107,15,32,5,1,0,8,8,1,11,18,0.299,0.385,0.364,0.75,111.0,0.356,119.0,39,3,4,4,0,0,8,,roblevi01
2024,291,Víctor Robles,27,2TM,2LG,3.1,91,295,254,44,78,20,0,4,28,34,2,21,53,307.0,381.0,433.0,814.0,140.0,384.0,143.0,110,2,11,6,3,0,897/HD,,roblevi01
2024,191,Wenceel Pérez,24,DET,AL,0.7,112,425,389,51,94,16,6,9,37,9,5,32,92,242.0,300.0,383.0,683.0,93.0,302.0,93.0,149,5,1,2,1,0,98H/7D,,perezwe01
2023,702,Weston Wilson,28,PHI,NL,0.2,8,22,16,5,5,0,0,1,2,3,1,6,5,0.313,0.5,0.5,1.0,176.0,0.445,182.0,8,0,0,0,0,0,/7H3459,,wilsowe01
2024,458,Weston Wilson,29,PHI,NL,0.7,40,98,88,13,25,7,1,3,10,3,0,8,29,284.0,347.0,489.0,836.0,132.0,372.0,135.0,43,2,1,0,1,0,7H/549318,,wilsowe01
2016,281,Whit Merrifield,27,KCR,AL,1.5,81,332,311,44,88,22,3,2,29,8,3,19,72,0.283,0.323,0.392,0.716,91.0,0.316,89.0,122,1,0,1,1,1,47/5H93D,,merriwh01
2017,60,Whit Merrifield,28,KCR,AL,3.2,145,630,587,80,169,32,6,19,78,34,8,29,88,0.288,0.324,0.46,0.784,106.0,0.348,107.0,270,13,6,1,7,0,*49/7H35,,merriwh01
2018,8,Whit Merrifield,29,KCR,AL,4.5,158,707,632,88,192,43,3,12,60,45,10,61,114,0.304,0.367,0.438,0.806,120.0,0.36,120.0,277,12,6,2,6,2,48D/937H,MVP-17,merriwh01
2019,2,Whit Merrifield,30,KCR,AL,3.6,162,735,681,105,206,41,10,16,74,20,10,45,126,0.302,0.348,0.463,0.811,111.0,0.349,113.0,315,8,5,0,4,5,498/D37,AS,merriwh01
2021,2,Whit Merrifield,32,KCR,AL,3.8,162,720,664,97,184,42,3,10,74,40,4,40,103,0.277,0.317,0.395,0.711,93.0,0.321,90.0,262,12,4,0,12,1,*49/7D,AS,merriwh01
2022,113,Whit Merrifield,33,2TM,AL,0.0,139,550,504,70,126,28,1,11,58,16,5,38,85,0.25,0.298,0.375,0.673,90.0,0.297,85.0,189,11,0,0,8,0,498/H7D31,,merriwh01
2023,83,Whit Merrifield,34,TOR,AL,0.7,145,592,547,66,149,27,0,11,67,26,10,36,101,0.272,0.318,0.382,0.7,93.0,0.311,94.0,209,15,3,0,6,2,47/H9,AS,merriwh01
2024,258,Whit Merrifield,35,2TM,NL,0.3,95,335,293,44,65,9,3,4,15,17,3,35,52,222.0,311.0,314.0,625.0,76.0,307.0,87.0,92,7,3,4,0,0,475H/D,,merriwh01
2022,669,Will Benson,24,CLE,AL,-0.3,28,61,55,8,10,1,0,0,3,0,0,3,19,0.182,0.25,0.2,0.45,33.0,0.226,38.0,11,1,2,1,0,0,8/H97D,,bensowi01
2023,307,Will Benson,25,CIN,NL,1.6,108,329,287,51,79,15,8,11,31,19,3,40,103,0.275,0.365,0.498,0.863,128.0,0.383,132.0,143,3,1,0,1,0,97H/D8,,bensowi01
2024,215,Will Benson,26,CIN,NL,-1.4,128,388,343,41,64,19,2,14,43,16,7,40,154,187.0,274.0,376.0,650.0,76.0,285.0,70.0,129,3,2,1,2,0,*798H/D,,bensowi01
2022,708,Will Brennan,24,CLE,AL,0.4,11,45,42,6,15,1,1,1,8,2,1,2,4,0.357,0.4,0.5,0.9,159.0,0.382,154.0,21,0,1,0,0,1,/798DH,,brennwi02
2023,188,Will Brennan,25,CLE,AL,0.5,138,455,432,41,115,24,0,5,41,13,5,16,57,0.266,0.299,0.356,0.655,81.0,0.292,83.0,154,4,5,0,2,2,*9H8/7D,,brennwi02
2024,238,Will Brennan,26,CLE,AL,-0.2,114,353,330,37,87,13,2,8,30,4,2,19,48,264.0,309.0,388.0,697.0,97.0,307.0,96.0,128,9,3,0,1,2,97HD/8,,brennwi02
2019,417,Will Smith,24,LAD,NL,1.7,54,196,170,30,43,9,0,15,42,2,0,18,52,0.253,0.337,0.571,0.907,133.0,0.38,134.0,97,3,5,0,3,1,2/HD,,smithwi05
2021,165,Will Smith,26,LAD,NL,3.3,130,501,414,71,107,19,2,25,76,3,0,58,101,0.258,0.365,0.495,0.86,127.0,0.374,128.0,205,11,18,0,11,4,*2H/D35,,smithwi05
2022,84,Will Smith,27,LAD,NL,4.4,137,578,508,68,132,26,3,24,87,1,0,56,96,0.26,0.343,0.465,0.807,124.0,0.355,125.0,236,11,10,0,4,4,*2D/H,,smithwi05
2023,106,Will Smith,28,LAD,NL,4.1,126,554,464,80,121,21,2,19,76,3,0,63,89,0.261,0.359,0.438,0.797,116.0,0.349,114.0,203,8,15,0,12,2,*2D/H,AS,smithwi05
2024,104,Will Smith,29,LAD,NL,3.5,128,544,476,77,118,24,2,20,75,1,1,51,105,248.0,327.0,433.0,760.0,116.0,327.0,112.0,206,8,9,0,8,6,*2/HD,AS,smithwi05
2024,476,Will Wagner,25,TOR,AL,0.7,24,86,82,8,25,6,0,2,11,0,0,4,16,305.0,337.0,451.0,788.0,124.0,354.0,130.0,37,3,0,0,0,0,4/H3D,,wagnewi01
2019,523,Willi Castro,22,DET,AL,-0.5,30,110,100,10,23,6,1,1,8,0,1,6,34,0.23,0.284,0.34,0.624,65.0,0.264,56.0,34,4,2,1,1,0,6/H,,castrwi01
2021,197,Willi Castro,24,DET,AL,-0.7,125,450,413,56,91,15,6,9,38,9,4,23,109,0.22,0.273,0.351,0.624,73.0,0.273,70.0,145,5,8,3,3,1,467H/D,,castrwi01
2022,246,Willi Castro,25,DET,AL,1.1,112,392,365,47,88,18,2,8,31,9,4,15,82,0.241,0.284,0.367,0.651,86.0,0.291,85.0,134,4,8,1,3,0,97468H/5D,,castrwi01
2023,223,Willi Castro,26,MIN,AL,2.7,124,409,358,60,92,18,5,9,34,33,5,34,99,0.257,0.339,0.411,0.75,105.0,0.341,106.0,147,5,12,2,3,1,785H4/691D,,castrwi01
2024,53,Willi Castro,27,MIN,AL,1.6,158,635,558,89,138,31,5,12,60,14,9,51,150,247.0,331.0,385.0,717.0,102.0,326.0,108.0,215,8,21,1,4,0,64785/H1,AS,castrwi01
2021,465,William Contreras,23,ATL,NL,0.1,52,185,163,19,35,4,1,8,23,0,0,19,54,0.215,0.303,0.399,0.701,85.0,0.305,79.0,65,3,2,0,1,1,2/H,,contrwi02
2022,264,William Contreras,24,ATL,NL,2.6,97,376,334,51,93,14,1,20,45,2,0,39,104,0.278,0.354,0.506,0.86,136.0,0.376,138.0,169,5,1,0,2,1,2D/H7,AS,contrwi02
2023,72,William Contreras,25,MIL,NL,3.8,141,611,540,86,156,38,1,17,78,6,1,63,126,0.289,0.367,0.457,0.825,124.0,0.362,127.0,247,23,5,1,2,2,2D/H,MVP-11SS,contrwi02
2024,22,William Contreras,26,MIL,NL,4.9,155,679,595,99,167,37,2,23,92,9,2,78,139,281.0,365.0,466.0,831.0,129.0,361.0,129.0,277,19,3,0,3,5,*2D/H,ASMVP-5SS,contrwi02
2017,686,Willie Calhoun,22,TEX,AL,0.0,13,37,34,3,9,0,0,1,4,0,0,2,7,0.265,0.324,0.353,0.677,75.0,0.346,102.0,12,0,1,0,0,0,7/DH,,calhowi01
2018,532,Willie Calhoun,23,TEX,AL,-0.7,35,108,99,8,22,5,0,2,11,0,0,6,24,0.222,0.269,0.333,0.602,58.0,0.278,58.0,33,2,1,0,2,0,7/HD,,calhowi01
2019,281,Willie Calhoun,24,TEX,AL,0.6,83,337,309,51,83,14,1,21,48,0,0,23,53,0.269,0.323,0.524,0.848,110.0,0.358,110.0,162,5,3,0,2,0,7/DH,,calhowi01
2021,346,Willie Calhoun,26,TEX,AL,-0.3,75,284,260,26,65,10,3,6,25,0,2,21,34,0.25,0.31,0.381,0.691,89.0,0.296,86.0,99,6,2,0,1,0,7D/H,,calhowi01
2022,666,Willie Calhoun,27,2TM,2LG,-0.4,22,62,52,7,7,3,0,1,3,0,0,9,8,0.135,0.274,0.25,0.524,51.0,0.248,51.0,13,2,1,0,0,0,D/7H,,calhowi01
2023,480,Willie Calhoun,28,NYY,AL,-0.2,44,149,134,16,32,7,0,5,16,0,0,14,20,0.239,0.309,0.403,0.712,94.0,0.305,88.0,54,2,0,0,1,1,D/9H7,,calhowi01
2024,323,Willie Calhoun,29,LAA,AL,-0.2,68,254,229,26,56,16,0,5,20,0,1,23,31,245.0,315.0,380.0,695.0,97.0,301.0,92.0,87,5,1,0,1,1,D/H37,,calhowi01
2016,319,Willson Contreras,24,CHC,NL,1.7,76,283,252,33,71,14,1,12,35,2,2,26,67,0.282,0.357,0.488,0.845,122.0,0.366,124.0,123,7,4,0,1,0,27/H3,,contrwi01
2017,224,Willson Contreras,25,CHC,NL,3.9,117,428,377,50,104,21,0,21,74,5,4,45,98,0.276,0.356,0.499,0.855,118.0,0.381,131.0,188,13,3,1,2,2,2H/3795,,contrwi01
2018,125,Willson Contreras,26,CHC,NL,3.1,138,544,474,50,118,27,5,10,54,4,1,53,121,0.249,0.339,0.39,0.73,94.0,0.33,95.0,185,14,13,2,2,2,*2H/73,AS,contrwi01
2019,218,Willson Contreras,27,CHC,NL,3.2,105,409,360,57,98,18,2,24,64,1,2,38,102,0.272,0.355,0.533,0.888,127.0,0.369,126.0,192,4,9,0,2,2,2/H397D,AS,contrwi01
2021,175,Willson Contreras,29,CHC,NL,4.1,128,483,413,61,98,20,0,21,57,5,4,52,138,0.237,0.34,0.438,0.778,109.0,0.348,115.0,181,11,14,0,4,1,*2H/57,,contrwi01
2022,164,Willson Contreras,30,CHC,NL,3.8,113,487,416,65,101,23,2,22,55,4,2,45,103,0.243,0.349,0.466,0.815,126.0,0.368,134.0,194,14,24,0,2,0,2D/H,AS,contrwi01
2023,157,Willson Contreras,31,STL,NL,3.4,125,495,428,55,113,27,0,20,67,6,3,51,111,0.264,0.358,0.467,0.826,123.0,0.368,132.0,200,12,13,1,2,0,2D/H,,contrwi01
2024,236,Willson Contreras,32,STL,NL,3.0,84,358,301,48,79,17,0,15,36,4,1,45,96,262.0,380.0,468.0,848.0,136.0,370.0,137.0,141,7,12,0,0,2,2D/H,,contrwi01
2018,315,Willy Adames,22,TBR,AL,1.1,85,323,288,43,80,7,0,10,34,6,5,31,95,0.278,0.348,0.406,0.754,109.0,0.323,105.0,117,6,1,1,2,3,64/H,,adamewi01
2019,89,Willy Adames,23,TBR,AL,3.9,152,584,531,69,135,25,1,20,52,4,2,46,153,0.254,0.317,0.418,0.735,96.0,0.32,98.0,222,9,3,3,1,1,*6/H,,adamewi01
2021,115,Willy Adames,25,2TM,2LG,4.2,140,555,497,77,130,32,1,25,73,5,4,57,156,0.262,0.337,0.481,0.818,121.0,0.358,125.0,239,9,0,0,1,1,*6/HD,MVP-16,adamewi01
2022,53,Willy Adames,26,MIL,NL,4.3,139,617,563,83,134,31,0,31,98,8,3,49,166,0.238,0.298,0.458,0.756,110.0,0.328,108.0,258,11,1,0,4,3,*6/DH,,adamewi01
2023,46,Willy Adames,27,MIL,NL,3.0,149,638,553,73,120,29,2,24,80,5,3,71,165,0.217,0.31,0.407,0.717,94.0,0.313,94.0,225,12,6,0,6,1,*6/D,,adamewi01
2024,16,Willy Adames,28,MIL,NL,3.1,161,688,610,93,153,33,0,32,112,21,4,74,173,251.0,331.0,462.0,794.0,118.0,348.0,117.0,282,12,1,0,3,3,*6,MVP-10,adamewi01
2015,157,Wilmer Flores,23,NYM,NL,1.2,137,510,483,55,127,22,0,16,59,0,1,19,63,0.263,0.295,0.408,0.703,93.0,0.315,94.0,197,12,4,2,2,2,64/H,,florewi01
2016,274,Wilmer Flores,24,NYM,NL,0.6,103,335,307,38,82,14,0,16,49,1,1,23,48,0.267,0.319,0.469,0.788,111.0,0.359,123.0,144,9,2,0,3,0,534H/6,,florewi01
2017,282,Wilmer Flores,25,NYM,NL,0.3,110,362,336,42,91,17,1,18,52,1,1,17,54,0.271,0.307,0.488,0.795,109.0,0.337,108.0,164,14,3,0,6,1,53H4/D,,florewi01
2018,221,Wilmer Flores,26,NYM,NL,0.8,126,429,386,43,103,25,0,11,51,0,0,29,42,0.267,0.319,0.417,0.736,105.0,0.322,103.0,161,8,5,0,9,1,3H45/D,,florewi01
2019,325,Wilmer Flores,27,ARI,NL,0.6,89,285,265,31,84,18,0,9,37,0,0,15,31,0.317,0.361,0.487,0.848,118.0,0.365,121.0,129,9,4,0,1,0,4H3,,florewi01
2021,205,Wilmer Flores,29,SFG,NL,1.7,139,436,389,57,102,16,1,18,53,1,0,41,56,0.262,0.335,0.447,0.782,111.0,0.348,115.0,174,11,3,0,3,0,5H34/D,,florewi01
